record_id,record_type,publication_form,scope,source_files,search_source,in_corpus,title,first_author,year,journal,venue_label,doi,pmid,arxiv_id,url,is_preprint,publication_types,language,issn,include,exclusion_reason,model_name,model_family,modality,body_region,patient_population,age_groups,clinical_problem,task,model_description,release_status,release_evidence,code_url,study_design,dataset_size,data_source,validation,headline_result,citations,citations_per_year,rcr,fwci,impact,impact_measure,nih_percentile,citation_percentile,citations_source,confidence,overridden_fields,extractor_model,prompt_version,extracted_on,conference_venue,pediatric_title,top_lists
29367952,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Machine learning of neural representations of suicide and emotion concepts identifies suicidal youth.,Just MA,2017,Nature human behaviour,Nature human behaviour,10.1038/s41562-017-0234-y,29367952,,https://doi.org/10.1038/s41562-017-0234-y,False,Journal Article; Retracted Publication,,,False,fMRI-based machine-learning study of suicidal ideation in youth (retracted publication); not a diagnostic-imaging radiology application,,,,,,,,,,unclear,,,,,not stated,none / not stated,,128,14.22,6.23,31.02,31.02,fwci,94.5,,icite,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
29384736,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,An automated technique to stage lower third molar development on panoramic radiographs for age estimation: a pilot study.,De Tobel J,2017,The Journal of forensic odonto-stomatology,The Journal of forensic odonto-stomatology,,29384736,,https://pubmed.ncbi.nlm.nih.gov/29384736/,False,Journal Article,,,False,dental panoramic radiography for forensic age estimation; dental imaging is excluded from this database's scope,,,other,mandible,,,,,,unclear,,,pilot study,,not stated,none / not stated,,81,9.0,6.36,,6.36,rcr,94.7,,icite,medium,,"claude-code (opus-5, manual)",1,2026-09-08,,,
32524005,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Maturation of Brain Regions Related to the Default Mode Network during Adolescence Facilitates Narrative Comprehension.,Horowitz-Kraus T,2017,Journal of child and adolescent behavior,Journal of child and adolescent behavior,10.4172/2375-4494.1000328,32524005,,https://doi.org/10.4172/2375-4494.1000328,False,Journal Article,,,False,Standard fMRI activation analysis of default mode network maturation during narrative comprehension; no machine learning or AI model applied,,,,,,,,,,unclear,,,,,not stated,none / not stated,,15,1.67,0.7,0.46,0.46,fwci,38.4,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
emb:L615634055,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,Prognostic system for early diagnosis of pediatric lung disease using artificial intelligence,,2017,Current Pediatric Research,Current Pediatric Research,,,,https://pubmed.ncbi.nlm.nih.gov//,False,Article,English,0976-1691 (electronic),False,non-imaging clinical data-mining system for early asthma diagnosis; does not use diagnostic imaging,,,,,,,,,,unclear,,,,,not stated,none / not stated,,,,,,,,,,,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
emb:L615955895,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,Neural network based classification of EEG signals for diagnosis of autism spectrum disorder,,2017,International Journal of Pharma and Bio Sciences,International Journal of Pharma and Bio Sciences,10.22376/ijpbs.2017.8.2.b1020-1026,,,https://doi.org/10.22376/ijpbs.2017.8.2.b1020-1026,False,Article,English,0975-6299 (electronic),False,"EEG-signal-based classification for autism diagnosis, not diagnostic imaging",,,,,,,,,,unclear,,,,,not stated,none / not stated,,8,0.8,,0.6,0.6,fwci,,,openalex,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
emb:L616916164,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,Classification of brain stem glioma tumor grade based on MRI findings using support vector machine,,2017,Koomesh,Koomesh,,,,https://pubmed.ncbi.nlm.nih.gov//,False,Article,Persian,1608-7046,False,"study population age not stated; disease background notes it occurs in children and adults, but the 96-patient cohort's ages are not given",,,,,,,,,,unclear,,,,,not stated,none / not stated,,,,,,,,,,,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
emb:L619597633,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,embase,False,"Prenatal brain MRI samples for development of automatic segmentation, target- recognition and machine-learning algorithms to detect anatomical structures",,2017,F1000Research,F1000Research,10.12688/f1000research.10723.1,,,https://doi.org/10.12688/f1000research.10723.1,False,Article,English,1759-796X (electronic),False,data descriptor providing sorted fetal MRI sample sets for future software development; no AI/ML model is developed or evaluated in this record,,,,,,,,,,unclear,,,,,not stated,none / not stated,,1,0.1,,0.42,,,,,openalex,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
oa:W2621182918,screened_out,preprint,pediatric,pedrad_paper_db.json,openalex,False,Deep Generative Adversarial Networks for Compressed Sensing Automates MRI,Morteza Mardani,2017,arXiv (preprint),arXiv (preprint),10.48550/arxiv.1706.00051,,,https://doi.org/10.48550/arxiv.1706.00051,True,,,,False,"preprint version of the published GANCS paper (PMID 30040634), which is already in the database; kept out to avoid double-counting the same work",GANCS,,MRI,abdomen,,,,,,unreleased,,,technical development (preprint),,not stated,none / not stated,,132,13.2,,,,,,,openalex,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
oa:W2750299714,screened_out,journal article,pediatric,pedrad_paper_db.json,openalex,False,Automatic Classification of Autistic Child Vocalisations: A Novel Database and Results,Alice Baird,2017,Interspeech 2017,Interspeech 2017,10.21437/interspeech.2017-730,,,https://doi.org/10.21437/interspeech.2017-730,False,,,,False,"classification of autism severity from acoustic features of 803 child vocalisations recorded during robot interactions; speech processing, not imaging",,,other,,,,,,,unclear,,,conference methods paper,,single center,internal only,,39,3.9,,8.62,8.62,fwci,,,openalex,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
25432771,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,White matter maturation profiles through early childhood predict general cognitive ability.,Deoni SC,2016,Brain structure & function,Brain structure & function,10.1007/s00429-014-0947-x,25432771,,https://doi.org/10.1007/s00429-014-0947-x,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,False,longitudinal study of myelination and cognitive ability in early childhood; 'neural networks' are brain networks and no model is trained,,,MRI,brain,,,,,,unclear,,,longitudinal neuroimaging cohort,,not stated,none / not stated,,128,12.8,5.6,3.96,3.96,fwci,93.5,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
26111611,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Default mode network maturation and psychopathology in children and adolescents.,Sato JR,2016,"Journal of child psychology and psychiatry, and allied disciplines","Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.12444,26111611,,https://doi.org/10.1111/jcpp.12444,False,Journal Article,,,False,"brain-age style analysis: Gaussian process regression predicts chronological age from default mode network activity in 654 children and the residual is correlated with Child Behavior Checklist scores; a developmental neuroscience measure rather than a clinical imaging model, consistent with the other brain-age papers screened out here",,,MRI,brain,,,,,,unclear,,,cross-sectional imaging study,,not stated,none / not stated,,34,3.4,1.48,1.72,1.72,fwci,63.8,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
26203050,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Neural mechanisms of social influence in adolescence.,Welborn BL,2016,Social cognitive and affective neuroscience,Social cognitive and affective neuroscience,10.1093/scan/nsv095,26203050,,https://doi.org/10.1093/scan/nsv095,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",,,False,functional MRI study of social influence in 19 adolescents; no machine-learning model and no clinical imaging task,,,MRI,brain,,,,,,unclear,,,cross-sectional neuroimaging study,,not stated,none / not stated,,71,7.1,3.22,4.54,4.54,fwci,85.3,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
26341628,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,"Preterm birth alters neonatal, functional rich club organization.",Scheinost D,2016,Brain structure & function,Brain structure & function,10.1007/s00429-015-1096-6,26341628,,https://doi.org/10.1007/s00429-015-1096-6,False,"Journal Article; Research Support, N.I.H., Extramural",,,False,graph-theoretic analysis of rich-club organization in preterm and term neonates; no machine-learning model is trained,,,MRI,brain,,,,,,unclear,,,case-control neuroimaging study,,not stated,none / not stated,,77,7.7,3.44,12.58,12.58,fwci,86.6,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
26348561,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Cross-species approaches to cognitive neuroplasticity research.,Mishra J,2016,NeuroImage,NeuroImage,10.1016/j.neuroimage.2015.09.002,26348561,,https://doi.org/10.1016/j.neuroimage.2015.09.002,False,"Research Support, N.I.H., Extramural; Journal Article",,,False,"narrative review of cross-species neuroplasticity research; not AI/ML, not radiology-specific",,,,,,,,,,unclear,,,,,not stated,none / not stated,,11,1.1,0.46,0.6,0.6,fwci,27.2,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26467966,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Excessive coupling of the salience network with intrinsic neurocognitive brain networks during rectal distension in adolescents with irritable bowel syndrome: a preliminary report.,Liu X,2016,Neurogastroenterology and motility,Neurogastroenterology and motility,10.1111/nmo.12695,26467966,,https://doi.org/10.1111/nmo.12695,False,"Journal Article; Research Support, N.I.H., Extramural",,,False,fMRI group comparison of rectal distension response; no AI/ML component,,,,,,,,,,unclear,,,,,not stated,none / not stated,,39,3.9,1.88,4.87,4.87,fwci,71.7,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26469764,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,"Responses to Bacteria, Virus, and Malaria Distinguish the Etiology of Pediatric Clinical Pneumonia.",Valim C,2016,American journal of respiratory and critical care medicine,American journal of respiratory and critical care medicine,10.1164/rccm.201506-1100OC,26469764,,https://doi.org/10.1164/rccm.201506-1100OC,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,plasma biomarker/immunoassay study; non-imaging,,,,,,,,,,unclear,,,,,not stated,none / not stated,,39,3.9,1.78,2.68,2.68,fwci,69.9,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26489976,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,ADHD and cannabis use in young adults examined using fMRI of a Go/NoGo task.,Rasmussen J,2016,Brain imaging and behavior,Brain imaging and behavior,10.1007/s11682-015-9438-9,26489976,,https://doi.org/10.1007/s11682-015-9438-9,False,Journal Article; Multicenter Study,,,False,task-based fMRI group comparison of response inhibition in young adults with childhood ADHD with and without cannabis use; no machine learning and the participants are adults,,,MRI,brain,,,,,,unclear,,,cross-sectional imaging study,,not stated,none / not stated,,34,3.4,1.61,1.49,1.49,fwci,66.7,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
26551399,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Impact of childhood emotional abuse on neocortical neurometabolites and complex emotional processing in patients with generalized anxiety disorder.,Raparia E,2016,Journal of affective disorders,Journal of affective disorders,10.1016/j.jad.2015.09.019,26551399,,https://doi.org/10.1016/j.jad.2015.09.019,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,False,"adult study of generalized anxiety disorder patients; 'childhood' refers to history of childhood emotional abuse, not pediatric imaging; no AI/ML component",,,,,,,,,,unclear,,,,,not stated,none / not stated,,13,1.3,0.62,1.06,1.06,fwci,35.0,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26589335,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Neuroplasticity for spontaneous functional recovery after neonatal hypoxic ischemic brain injury in rats observed by functional MRI and diffusion tensor imaging.,Jung WB,2016,NeuroImage,NeuroImage,10.1016/j.neuroimage.2015.11.032,26589335,,https://doi.org/10.1016/j.neuroimage.2015.11.032,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,animal (rat) study of neonatal hypoxic-ischemic brain injury; no AI/ML component,,,,,,,,,,unclear,,,,,not stated,none / not stated,,12,1.2,0.5,2.86,2.86,fwci,29.2,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26613720,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,ACC and IPL networks in the perception of the faces of parents during selective tasks.,Zhai H,2016,Brain imaging and behavior,Brain imaging and behavior,10.1007/s11682-015-9486-1,26613720,,https://doi.org/10.1007/s11682-015-9486-1,False,Journal Article,,,False,"fMRI study in adult participants studying perception of parents' faces; not pediatric, no AI/ML component",,,,,,,,,,unclear,,,,,not stated,none / not stated,,1,0.1,0.05,0.0,,,4.5,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
26615571,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,The neurodevelopmental differences of increasing verbal working memory demand in children and adults.,Vogan VM,2016,Developmental cognitive neuroscience,Developmental cognitive neuroscience,10.1016/j.dcn.2015.10.008,26615571,,https://doi.org/10.1016/j.dcn.2015.10.008,False,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",,,False,developmental fMRI study of verbal working memory load in 24 children and 16 adults; no machine learning model,,,MRI,brain,,,,,,unclear,,,cross-sectional imaging study,,not stated,none / not stated,,34,3.4,1.7,5.47,5.47,fwci,68.5,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
26730806,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Translating Adult Electrophysiology Findings to Younger Patient Populations: Difficulty Measuring 40-Hz Auditory Steady-State Responses in Typically Developing Children and Children with Autism Spectrum Disorder.,Edgar JC,2016,Developmental neuroscience,Developmental neuroscience,10.1159/000441943,26730806,,https://doi.org/10.1159/000441943,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,False,"magnetoencephalography study of auditory steady-state responses in autism; electrophysiology rather than diagnostic imaging, and no model",,,other,brain,,,,,,unclear,,,case-control study,,not stated,none / not stated,,53,5.3,2.47,2.06,2.06,fwci,79.3,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
26755063,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,A method for the automatic segmentation of brown adipose tissue.,Bhanu Prakash KN,2016,"Magma (New York, N.Y.)","Magma (New York, N.Y.)",10.1007/s10334-015-0517-0,26755063,,https://doi.org/10.1007/s10334-015-0517-0,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,animal study (mice); not human/clinical pediatric radiology,,,,,,,,,,unclear,,,,,not stated,none / not stated,,14,1.4,0.5,2.08,2.08,fwci,29.0,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26759989,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Early functional and morphological brain disturbances in late-onset intrauterine growth restriction.,Starčević M,2016,Early human development,Early human development,10.1016/j.earlhumdev.2015.12.001,26759989,,https://doi.org/10.1016/j.earlhumdev.2015.12.001,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,"Doppler/clinical epidemiology study; machine learning used only incidentally to derive a single threshold, not an imaging AI model",,,,,,,,,,unclear,,,,,not stated,none / not stated,,11,1.1,0.65,1.23,1.23,fwci,36.3,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26796967,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Theory of mind mediates the prospective relationship between abnormal social brain network morphology and chronic behavior problems after pediatric traumatic brain injury.,Ryan NP,2016,Social cognitive and affective neuroscience,Social cognitive and affective neuroscience,10.1093/scan/nsw007,26796967,,https://doi.org/10.1093/scan/nsw007,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,"mediation analysis linking social brain network volume after pediatric traumatic brain injury to theory of mind and later behavior problems in 98 children; statistical modeling, no machine learning",,,MRI,brain,,,,,,unclear,,,prospective cohort imaging study,,not stated,none / not stated,,29,2.9,1.82,3.41,3.41,fwci,70.6,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
26802942,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Structural attributes of the temporal lobe predict face recognition ability in youth.,Li J,2016,Neuropsychologia,Neuropsychologia,10.1016/j.neuropsychologia.2016.01.024,26802942,,https://doi.org/10.1016/j.neuropsychologia.2016.01.024,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,Title mentions 'youth' but the study population is described only as 'healthy subjects' with MeSH terms Adult/Young Adult; no pediatric age range is stated.,,,,,,,,,,unclear,,,,,not stated,none / not stated,,5,0.5,0.27,0.91,0.91,fwci,17.1,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
26806778,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Neuroscience of alcohol for addiction medicine: Neurobiological targets for prevention and intervention in adolescents.,Cservenka A,2016,Progress in brain research,Progress in brain research,10.1016/bs.pbr.2015.07.027,26806778,,https://doi.org/10.1016/bs.pbr.2015.07.027,False,Journal Article; Review,,,False,"narrative review of neuroimaging findings in adolescent alcohol use, no AI/ML component",,,,,,,,,,unclear,,,,,not stated,none / not stated,,3,0.3,0.16,0.88,,,10.5,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26825441,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Traffic pollution exposure is associated with altered brain connectivity in school children.,Pujol J,2016,NeuroImage,NeuroImage,10.1016/j.neuroimage.2016.01.036,26825441,,https://doi.org/10.1016/j.neuroimage.2016.01.036,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,environmental epidemiology of brain maturation in school children; no machine-learning model,,,MRI,brain,,,,,,unclear,,,cross-sectional cohort,,not stated,none / not stated,,130,13.0,5.82,10.98,10.98,fwci,93.9,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
26970268,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Gray matter brain volumes in childhood-maltreated patients with bipolar disorder type I: A voxel-based morphometric study.,Duarte DG,2016,Journal of affective disorders,Journal of affective disorders,10.1016/j.jad.2016.02.068,26970268,,https://doi.org/10.1016/j.jad.2016.02.068,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,"adult bipolar disorder cohort; voxel-based morphometry only, no AI/ML",,,,,,,,,,unclear,,,,,not stated,none / not stated,,40,4.0,1.94,2.23,2.23,fwci,72.5,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
26994483,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Testosterone reduces functional connectivity during the 'Reading the Mind in the Eyes' Test.,Bos PA,2016,Psychoneuroendocrinology,Psychoneuroendocrinology,10.1016/j.psyneuen.2016.03.006,26994483,,https://doi.org/10.1016/j.psyneuen.2016.03.006,False,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,False,randomized testosterone administration study with functional MRI in adult women; no machine learning and no pediatric imaging,,,MRI,brain,,,,,,unclear,,,randomized controlled trial,,single center,none / not stated,,43,4.3,2.14,10.93,10.93,fwci,75.4,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27063864,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Decreased functional connectivity in dorsolateral prefrontal cortical networks in adult macaques with neonatal hippocampal lesions: Relations to visual working memory deficits.,Meng Y,2016,Neurobiology of learning and memory,Neurobiology of learning and memory,10.1016/j.nlm.2016.04.003,27063864,,https://doi.org/10.1016/j.nlm.2016.04.003,False,"Journal Article; Research Support, N.I.H., Extramural",,,False,resting-state functional MRI of dorsolateral prefrontal networks in eight macaques with neonatal hippocampal lesions; an animal study with no machine learning,,,MRI,brain,,,,,,unclear,,,animal imaging study,,not stated,none / not stated,,23,2.3,1.09,1.74,1.74,fwci,53.2,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27071165,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,q-Space Deep Learning: Twelve-Fold Shorter and Model-Free Diffusion MRI Scans.,Golkov V,2016,IEEE transactions on medical imaging,IEEE transactions on medical imaging,10.1109/TMI.2016.2551324,27071165,,https://doi.org/10.1109/TMI.2016.2551324,False,Journal Article,,,False,diffusion MRI acceleration evaluated on non-pediatric data; children are named only as a motivation for shorter scans,q-space deep learning,,MRI,brain,,,,,,unclear,,,technical development,,not stated,none / not stated,,176,17.6,8.88,22.15,22.15,fwci,96.9,,icite,medium,,"claude-code (opus-5, manual)",1,2026-09-08,,,
27093171,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,"Integrating Genetic, Neuropsychological and Neuroimaging Data to Model Early-Onset Obsessive Compulsive Disorder Severity.",Mas S,2016,PloS one,PloS one,10.1371/journal.pone.0153846,27093171,,https://doi.org/10.1371/journal.pone.0153846,False,"Journal Article; Research Support, Non-U.S. Gov't",,,False,"supervised prediction of early-onset obsessive compulsive disorder severity in 56 children and adolescents combining structural MRI, diffusion imaging, neuropsychological and genetic data; the nine variables in the final model were six genetic polymorphisms and three neuropsychological measures, with no imaging feature surviving selection",,,MRI,brain,,,,,,unclear,,,retrospective model development,,single center,internal only,,20,2.0,0.94,4.19,4.19,fwci,48.3,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27335402,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Rapid Postnatal Expansion of Neural Networks Occurs in an Environment of Altered Neurovascular and Neurometabolic Coupling.,Kozberg MG,2016,The Journal of neuroscience : the official journal of the Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.2363-15.2016,27335402,,https://doi.org/10.1523/JNEUROSCI.2363-15.2016,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",,,False,optical imaging of neurovascular coupling in postnatal mice; not human imaging and not an AI model,,,other,brain,,,,,,unclear,,,animal study,,not stated,none / not stated,,64,6.4,2.52,7.47,7.47,fwci,79.8,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
27351022,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Effects of Chronic Sleep Restriction during Early Adolescence on the Adult Pattern of Connectivity of Mouse Secondary Motor Cortex.,Billeh YN,2016,eNeuro,eNeuro,10.1523/ENEURO.0053-16.2016,27351022,,https://doi.org/10.1523/ENEURO.0053-16.2016,False,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",,,False,"animal (mouse) study of sleep restriction effects on brain connectivity, not human pediatric imaging",,,,,,,,,,unclear,,,,,not stated,none / not stated,,17,1.7,0.67,1.42,1.42,fwci,37.1,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
27414048,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Aberrant Resting-State Functional Connectivity in the Salience Network of Adolescent Chronic Fatigue Syndrome.,Wortinger LA,2016,PloS one,PloS one,10.1371/journal.pone.0159351,27414048,,https://doi.org/10.1371/journal.pone.0159351,False,Journal Article,,,False,independent-component connectivity comparison in adolescent chronic fatigue syndrome; no machine-learning model,,,MRI,brain,,,,,,unclear,,,case-control neuroimaging study,,single center,none / not stated,,38,3.8,1.71,4.07,4.07,fwci,68.7,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27502750,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,The contributions of resting state and task-based functional connectivity studies to our understanding of adolescent brain network maturation.,Stevens MC,2016,Neuroscience and biobehavioral reviews,Neuroscience and biobehavioral reviews,10.1016/j.neubiorev.2016.07.027,27502750,,https://doi.org/10.1016/j.neubiorev.2016.07.027,False,Journal Article; Review,,,False,review of functional connectivity in adolescent brain maturation; 'networks' are brain networks and no model is involved,,,MRI,brain,,,,,,unclear,,,narrative review,,not stated,none / not stated,,105,10.5,4.67,5.14,5.14,fwci,91.4,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-08,,,
27506384,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,The neurobiology of the emotional adolescent: From the inside out.,Guyer AE,2016,Neuroscience and biobehavioral reviews,Neuroscience and biobehavioral reviews,10.1016/j.neubiorev.2016.07.037,27506384,,https://doi.org/10.1016/j.neubiorev.2016.07.037,False,Journal Article; Review,,,False,narrative review of adolescent neurobiology; no AI/ML model or imaging analysis,,,,,,,,,,unclear,,,,,not stated,none / not stated,,209,20.9,10.79,24.24,24.24,fwci,97.8,,icite,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
27513806,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,Natural variation in maternal sensitivity is reflected in maternal brain responses to infant stimuli.,Elmadih A,2016,Behavioral neuroscience,Behavioral neuroscience,10.1037/bne0000161,27513806,,https://doi.org/10.1037/bne0000161,False,Journal Article,,,False,functional MRI of mothers viewing infant stimuli; the imaging is of adults and there is no model,,,MRI,brain,,,,,,unclear,,,cohort study,,single center,none / not stated,,43,4.3,2.17,6.48,6.48,fwci,75.8,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27522718,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,[Technologies for Complex Intelligent Clinical Data Analysis].,Baranov AA,2016,Vestnik Rossiiskoi akademii meditsinskikh nauk,Vestnik Rossiiskoi akademii meditsinskikh nauk,10.15690/vramn663,27522718,,https://doi.org/10.15690/vramn663,False,English Abstract; Journal Article,,,False,Non-imaging clinical-text/EHR data-mining and NLP-based diagnosis application; not a radiologic image analysis,,,,,,,,,,unclear,,,,,not stated,none / not stated,,1,0.1,0.04,1.49,,,4.3,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
27555813,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,False,Mild Developmental Foreign Accent Syndrome and Psychiatric Comorbidity: Altered White Matter Integrity in Speech and Emotion Regulation Networks.,Berthier ML,2016,Frontiers in human neuroscience,Frontiers in human neuroscience,10.3389/fnhum.2016.00399,27555813,,https://doi.org/10.3389/fnhum.2016.00399,False,Case Reports; Journal Article,English,1662-5161 (electronic),False,case report using DTI comparison in two adult subjects; not an AI/ML model and not a pediatric population,,,,,,,,,,unclear,,,,,not stated,none / not stated,,8,0.8,0.41,2.93,2.93,fwci,24.2,,icite,low,,claude-sonnet-5 (claude code),1,2026-09-10,,,
27572868,screened_out,journal article,pediatric,pedrad_paper_db.json,pubmed,False,MRI in the evaluation of pediatric multiple sclerosis.,Banwell B,2016,Neurology,Neurology,10.1212/WNL.0000000000002787,27572868,,https://doi.org/10.1212/WNL.0000000000002787,False,Journal Article; Review,,,False,review of the role of MRI in diagnosing and monitoring pediatric multiple sclerosis; no machine learning,,,MRI,brain,,,,,,unclear,,,narrative review,,not stated,none / not stated,,32,3.2,1.51,4.42,4.42,fwci,64.4,,icite,high,,"claude-code (opus-5, manual)",1,2026-09-09,,,
27655235,screened_out,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,False,"Clinical trial of modulatory effects of oxytocin treatment on higher-order social cognition in autism spectrum disorder: a randomized, placebo-controlled, double-blind and crossover trial.",Preckel K,2016,BMC psychiatry,BMC psychiatry,10.1186/s12888-016-1036-x,27655235,,https://doi.org/10.1186/s12888-016-1036-x,False,Journal Article,English,1471-244X (electronic),False,"randomized trial protocol using fMRI as outcome measure, no AI/ML model",,,,,,,,,,unclear,,,,,not stated,none / not stated,,19,1.9,0.84,4.45,4.45,fwci,44.5,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
