record_id,year,title,clinical_problem,topics,dataset_mentions
32540698,2020,Mimicking the radiologists' workflow: Estimating pediatric hand bone age with stacked deep neural networks.,"bone age estimation from the left hand radiograph, which pediatric endocrinologists order routinely and which requires substantial expertise to read",Bone age / skeletal maturation,RSNA bone age
32542779,2020,Combined Denoising and Suppression of Transient Artifacts in Arterial Spin Labeling MRI Using Deep Learning.,Denoising and suppressing artifacts in arterial spin labeling MRI to improve cerebral blood flow measurement with fewer repetitions.,,
32556923,2020,A preliminary study to quantitatively evaluate the development of maturation degree for fetal lung based on transfer learning deep model from ultrasound images.,quantitatively evaluating fetal lung maturation degree from ultrasound using deep-learning-estimated gestational age as a proxy,Fetal assessment / prenatal,
32575475,2020,Efficient Pneumonia Detection in Chest Xray Images Using Deep Transfer Learning.,pneumonia diagnosis on pediatric chest radiographs,Pulmonary infection,Guangzhou / Kermany
32575656,2020,A Novel Method to Identify Pneumonia through Analyzing Chest Radiographs Employing a Multichannel Convolutional Neural Network.,detecting pneumonia from chest radiographs,Pulmonary infection,
32576905,2020,Evaluation of deep convolutional neural networks for automatic classification of common maternal fetal ultrasound planes.,labelling which anatomical plane a routine maternal-fetal screening ultrasound image shows,Fetal assessment / prenatal,
32580177,2020,Surrogate-free machine learning-based organ dose reconstruction for pediatric abdominal radiotherapy.,"reconstructing 3D radiotherapy organ dose for childhood cancer survivors from historical 2D radiographs, to study late radiotherapy effects",,
32583085,2020,Semantic segmentation of cerebrospinal fluid and brain volume with a convolutional neural network in pediatric hydrocephalus-transfer learning from existing algorithms.,Automated segmentation of cerebrospinal fluid and brain volume on MRI in children with hydrocephalus to track ventricular size over time.,Hydrocephalus,
32599552,2020,Identifying psychosis spectrum youth using support vector machines and cerebral blood perfusion as measured by arterial spin labeled fMRI.,identifying youth at psychosis-spectrum risk using cerebral blood flow and functional-connectivity MRI,,
32607611,2020,Connectome mapping with edge density imaging differentiates pediatric mild traumatic brain injury from typically developing controls: proof of concept.,distinguishing pediatric mild traumatic brain injury from typically developing controls when conventional imaging is normal,Brain development / cognition; Fracture / trauma / abuse,
32617525,2020,Achieving accurate estimates of fetal gestational age and personalised predictions of fetal growth based on data from an international prospective cohort study: a population-based machine learning study.,"dating a pregnancy accurately in the second and third trimesters, and forecasting how a given fetus will grow",Fetal assessment / prenatal,
32622304,2020,Deep white matter analysis (DeepWMA): Fast and consistent tractography segmentation.,identifying named white matter tracts consistently enough to quantify them across very different subjects,,
32623278,2020,Spatio-temporal visual attention modelling of standard biometry plane-finding navigation.,"how an experienced sonographer navigates to a standard biometry plane - abdomen, trans-ventricular head and femur - and whether that search behaviour can be learned and used to guide plane detection",,
32634596,2020,Personalized connectome fingerprints: Their importance in cognition from childhood to adult years.,"predicting individual identity, IQ, and developmental quotient from structural brain connectome fingerprints",Brain development / cognition,
32648090,2020,Classification of pure conduct disorder from healthy controls based on indices of brain networks during resting state.,distinguishing adolescents with conduct disorder from healthy controls using resting-state brain network measures,,
32661052,2020,Automatic Machine Learning to Differentiate Pediatric Posterior Fossa Tumors on Routine MR Imaging.,differentiating pediatric posterior fossa tumor types on routine MRI,,
32683551,2020,Feed-forward neural networks using cerebral MR spectroscopy and DTI might predict neurodevelopmental outcome in preterm neonates.,predicting neurodevelopmental outcome at 12 months in very preterm infants from MR spectroscopy and diffusion tensor imaging,Brain development / cognition,
32704611,2020,Automated Sagittal Craniosynostosis Classification from CT Images Using Transfer Learning.,classifying craniosynostosis subtypes from CT to guide surgical/spring-therapy decisions,,
32746102,2020,Deep Predictive Motion Tracking in Magnetic Resonance Imaging: Application to Fetal Imaging.,"fetal motion during MRI, which today is handled by an operator watching slices go by and re-acquiring stacks - operator-dependent, expensive in scanner time, and hard for a pregnant woman to tolerate",Fetal assessment / prenatal,
32746137,2020,Misshapen Pelvis Landmark Detection With Local-Global Feature Learning for Diagnosing Developmental Dysplasia of the Hip.,detecting misshapen pelvis anatomical landmarks to diagnose developmental dysplasia of the hip,Hip dysplasia,
32748530,2020,Automatic assessment of bone age in Taiwanese children: A comparison of the Greulich and Pyle method and the Tanner and Whitehouse 3 method.,establishing bone-age reference standards for Taiwanese children using automated software,Bone age / skeletal maturation,
32765387,2020,Automatic Measurements of Fetal Lateral Ventricles in 2D Ultrasound Images Using Deep Learning.,"measuring the width of the fetal lateral ventricles, the core measurement of antenatal neurosonographic assessment, which is subjective and depends on the scanner's experience",Fetal assessment / prenatal,
32816765,2020,Deep Learning for Pediatric Posterior Fossa Tumor Detection and Classification: A Multi-Institutional Study.,detecting and classifying pediatric posterior fossa tumors,,
32818740,2020,Fusion of multiple segmentations of medical images using OV2ASSION and Deep Learning methods: Application to CT-Scans for tumoral kidney.,segmenting a deformed kidney and tumor for nephroblastoma diagnosis/surgical planning,Renal / urinary,
32833630,2020,Self-Supervised Ultrasound to MRI Fetal Brain Image Synthesis.,synthesizing MRI-like images from prenatal ultrasound to aid non-expert interpretation of fetal brain anatomy and support US-MRI registration/fusion,Fetal assessment / prenatal,
32841716,2020,Deep learning identifies morphological determinants of sex differences in the pre-adolescent brain.,identifying morphological sex differences from structural MRI in pre-adolescent children,,ABCD
32849251,2020,Application of Machine Learning Using Decision Trees for Prognosis of Deep Brain Stimulation of Globus Pallidus Internus for Children With Dystonia.,"Predicting outcome of deep brain stimulation of the globus pallidus internus in children with dystonia using clinical, neurophysiological, and cranial MRI features.",,
32850175,2020,Bone age estimation using deep learning and hand X-ray images.,bone age estimation from hand X-ray,Bone age / skeletal maturation,
32885166,2020,Predicting pediatric optic pathway glioma progression using advanced magnetic resonance image analysis and machine learning.,Predicting tumor progression in pediatric optic pathway glioma using advanced MRI analysis,Brain / CNS tumors,
32889355,2020,Functional connectome-based biomarkers predict chronic codeine-containing cough syrup dependent.,identifying adolescents dependent on codeine-containing cough syrup,Brain development / cognition,
32903315,2020,Aberrant Resting-State Brain Function in Adolescent Depression.,clinical differential diagnosis of adolescent depression from resting-state brain function,Autism / ADHD / psychiatric,
32916543,2020,Dyslexia detection using 3D convolutional neural networks and functional magnetic resonance imaging.,Automatic recognition of dyslexia in children using brain activation patterns from task-based fMRI during reading tasks.,,
32934282,2020,"A multi-task, multi-stage deep transfer learning model for early prediction of neurodevelopment in very preterm infants.","early prediction of neurodevelopmental (cognitive, language, motor) outcomes in very preterm infants",Brain development / cognition,
32955457,2020,Chronological Age Assessment in Young Individuals Using Bone Age Assessment Staging and Nonradiological Aspects: Machine Learning Multifactorial Approach.,"estimating chronological age from bone-age-assessment stage and non-radiological factors in young individuals, for legal/clinical age determination",Bone age / skeletal maturation,
32964338,2020,Artificial intelligence in detection and segmentation of internal auditory canal and its nerves using deep learning techniques.,"Automatically detecting and segmenting the internal auditory canal and its nerves (facial, cochlear, vestibular) on MRI to assist radiologists, in a mixed adult and pediatric cohort",,
32968691,2020,Simulating realistic fetal neurosonography images with appearance and growth change using cycle-consistent adversarial networks and an evaluation.,generating realistic simulated third-trimester fetal neurosonography images from second-trimester images to augment training data for deep learning researchers,Fetal assessment / prenatal,
32969025,2020,"Automatic segmentation, classification, and follow-up of optic pathway gliomas using deep learning and fuzzy c-means clustering based on MRI.",automated segmentation and longitudinal follow-up of optic pathway gliomas in children,Brain / CNS tumors,
32975706,2020,Automated measurement network for accurate segmentation and parameter modification in fetal head ultrasound images.,"measuring fetal head circumference, biparietal diameter and occipitofrontal diameter from 2D ultrasound without an experienced clinician",Fetal assessment / prenatal,
32976877,2020,Deep learning-based synthetic CT generation for paediatric brain MR-only photon and proton radiotherapy.,"planning photon and proton radiotherapy from MRI alone, so a child does not need a separate planning CT",,
32986142,2020,Bone age assessment based on deep convolution neural network incorporated with segmentation.,bone age assessment,Bone age / skeletal maturation,RSNA bone age
33005581,2020,Evaluation of the clinical efficacy of a TW3-based fully automated bone age assessment system using deep neural networks.,Automated Tanner-Whitehouse 3 (TW3) bone age assessment on hand-wrist radiographs in children and adolescents,Bone age / skeletal maturation,
33007105,2020,A multiple-channel and atrous convolution network for ultrasound image segmentation.,general-purpose segmentation of ultrasound images despite low signal-to-noise ratio and poor image quality,,
33030350,2020,BrainNET: Inference of Brain Network Topology Using Machine Learning.,"Inferring functional brain network topology (connectivity) from resting-state fMRI, illustrated in children/adolescents with ADHD",Autism / ADHD / psychiatric,
33035623,2020,Deep learning-enabled MRI-only photon and proton therapy treatment planning for paediatric abdominal tumours.,"planning radiotherapy for a child from MRI alone, sparing the planning CT dose",,
33037266,2020,Robust deep learning classification of adamantinomatous craniopharyngioma from limited preoperative radiographic images.,"diagnosing adamantinomatous craniopharyngioma non-invasively, sparing a child the risks of a brain operation performed to establish the diagnosis",Brain / CNS tumors,
33041749,2020,Early Prediction of Cognitive Deficit in Very Preterm Infants Using Brain Structural Connectome With Transfer Learning Enhanced Deep Convolutional Neural Networks.,early prediction of cognitive deficit at 2 years of age in very preterm infants,Brain development / cognition,
33059612,2020,Robust segmentation of lung in chest x-ray: applications in analysis of acute respiratory distress syndrome.,"automated lung field segmentation on chest radiographs obscured by medical equipment, to support ARDS analysis",,
33060702,2020,Diagnosis of common pulmonary diseases in children by X-ray images and deep learning.,"screening children's chest radiographs for the common lower respiratory problems - bronchiolitis or bronchitis, bronchopneumonia or interstitial pneumonitis, lobar pneumonia and pneumothorax - in settings where acute lower respiratory infection is the leading cause of child death",Pulmonary infection,
33067505,2020,Deep learning algorithms for detecting and visualising intussusception on plain abdominal radiography in children: a retrospective multicenter study.,"screening for intussusception on the plain abdominal radiograph in young children, the first study most of them receive",Acute abdomen,
33085690,2020,Intracranial pressure based decision making: Prediction of suspected increased intracranial pressure with machine learning.,predicting suspected increased intracranial pressure noninvasively from CT measurements in children,,
33102411,2020,Cerebral Pulsed Arterial Spin Labeling Perfusion Weighted Imaging Predicts Language and Motor Outcomes in Neonatal Hypoxic-Ischemic Encephalopathy.,predicting language and motor outcomes in neonatal hypoxic-ischemic encephalopathy using cerebral perfusion MRI,Neonatal brain injury,
33103165,2020,A Curriculum Learning Based Approach to Captioning Ultrasound Images.,automated captioning/description of fetal ultrasound images,Fetal assessment / prenatal,
33123512,2020,Prediction of Proximal Junctional Kyphosis After Posterior Scoliosis Surgery With Machine Learning in the Lenke 5 Adolescent Idiopathic Scoliosis Patient.,"predicting proximal junctional kyphosis after long posterior instrumentation and fusion for Lenke 5 adolescent idiopathic scoliosis, a complication that can require revision surgery",Scoliosis / spine deformity,
33128629,2020,Localization of epileptic seizure focus by computerized analysis of fMRI recordings.,localization of epileptic seizure focus,Epilepsy,
33135455,2020,Clinical application of artificial intelligence-assisted diagnosis using anteroposterior pelvic radiographs in children with developmental dysplasia of the hip.,"diagnosing developmental dysplasia of the hip on a pelvic radiograph, where the normal anatomy changes so much with age that reading is genuinely hard",Hip dysplasia,
33140597,2020,[Comparative research on brain networks of children with attention deficit hyperactivity disorder and normal children based on visual cognitive tasks].,differentiating children with attention deficit hyperactivity disorder (ADHD) from typically developing children using functional brain network features,Brain development / cognition; Autism / ADHD / psychiatric,
33163973,2020,Ensemble of CheXNet and VGG-19 Feature Extractor with Random Forest Classifier for Pediatric Pneumonia Detection.,diagnosing pneumonia on children's chest radiographs early enough for treatment to work,Pulmonary infection,
33171658,2020,Image Segmentation of the Ventricular Septum in Fetal Cardiac Ultrasound Videos Based on Deep Learning Using Time-Series Information.,"delineating the ventricular septum during fetal cardiac screening, a small structure that changes shape with every heartbeat",Fetal assessment / prenatal; Cardiac / congenital heart,
33195383,2020,Deep Learning for Automated Delineation of Pediatric Cerebral Arteries on Pre-operative Brain Magnetic Resonance Imaging.,Automatically segmenting intracranial vessels on preoperative pediatric brain MRI to assist tumor/lesion surgical planning without invasive angiography,Brain / CNS tumors,
33229843,2020,[Volume Measurements of Post-transplanted Liver of Pediatric Recipients Using Workstations and Deep Learning].,volumetric assessment of the graft liver and spleen after pediatric liver transplantation,Liver / biliary,
33240068,2020,Identifying Epilepsy Based on Deep Learning Using DKI Images.,identifying epilepsy from hippocampal diffusion kurtosis imaging when MRI is otherwise negative,Epilepsy,
33243992,2020,Training confounder-free deep learning models for medical applications.,"stopping a model from learning a confounder instead of the disease, demonstrated partly on bone age from children's hand radiographs",Bone age / skeletal maturation,
33256762,2020,Fully‑automated deep‑learning segmentation of pediatric cardiovascular magnetic resonance of patients with complex congenital heart diseases.,manual chamber segmentation is the bottleneck in cardiac MRI analysis for congenital heart disease,Cardiac / congenital heart,
33266167,2020,Convolutional Neural Network-Based Humerus Segmentation and Application to Bone Mineral Density Estimation from Chest X-ray Images of Critical Infants.,"estimating bone mineral density from routine chest X-rays in critically ill premature infants, as an alternative to DEXA for detecting osteopenia",,
33295161,2020,[Comparison of Three CNN Models Applied in Bone Age Assessment of Pelvic Radiographs of Adolescents].,skeletal (bone) age assessment from pelvic radiographs in adolescents,Bone age / skeletal maturation,
33295162,2020,[Establishment of Mathematical Models for Skeletal Age Determination of Extremitas Sternalis of Clavicle in Shanxi Adolescents].,skeletal/forensic age determination from clavicle epiphyseal fusion,Bone age / skeletal maturation,
33315178,2020,Automated quantification of baseline imaging PET metrics on FDG PET/CT images of pediatric Hodgkin lymphoma patients.,"extracting metabolic tumor volume and the other baseline PET metrics that drive risk stratification in pediatric Hodgkin lymphoma, which is slow and difficult to do by hand in high disease burden",,
33322765,2020,Autism Spectrum Disorder and Childhood Apraxia of Speech: Early Language-Related Hallmarks across Structural MRI Study.,"whether autism spectrum disorder and childhood apraxia of speech - which share genetic background and overlapping clinical features - can be separated on structural MRI in young children, and from typical development",Autism / ADHD / psychiatric,
33330062,2020,CT-Based Radiomics to Differentiate Pelvic Rhabdomyosarcoma From Yolk Sac Tumors in Children.,"Can CT radiomics distinguish pelvic rhabdomyosarcoma from yolk sac tumor in children, two malignancies that can look similar on imaging but require different treatment?",,
33336125,2020,Complete hemispherotomy leads to lateralized functional organization and lower level of consciousness in the isolated hemisphere.,quantifying level of consciousness/functional organization in the disconnected hemisphere after complete hemispherotomy using multimodal MRI,,
33343286,2020,Fetal Cortical Plate Segmentation Using Fully Convolutional Networks With Multiple Plane Aggregation.,segmenting the fetal cortical plate accurately enough to quantify cortical volume and sulcal folding in vivo,Fetal assessment / prenatal,
33348873,2020,Model-Agnostic Method for Thoracic Wall Segmentation in Fetal Ultrasound Videos.,"segmenting the fetal thoracic wall on the four-chamber view, the reference frame examiners use to judge the orientation and relative size of everything inside the chest",Fetal assessment / prenatal,
33361868,2020,Potential of Artificial Intelligence for Estimating Japanese Fetal Weights.,"Estimating fetal weight in Japanese fetuses from ultrasound biometric measurements using AI, improving on standard regression formulae",Fetal assessment / prenatal,
33362694,2020,Multi-Slice Radiomic Analysis of Apparent Diffusion Coefficient Metrics Improves Evaluation of Brain Alterations in Neonates With Congenital Heart Diseases.,Using diffusion MRI (ADC) radiomic features to detect brain alterations in neonates with congenital heart disease,Cardiac / congenital heart,
33374307,2020,Automatic Fetal Middle Sagittal Plane Detection in Ultrasound Using Generative Adversarial Network.,automatically identifying the standard fetal mid-sagittal imaging plane to assess growth and abnormalities,Fetal assessment / prenatal,
33395997,2020,Structural and functional connectivity of motor circuits after perinatal stroke: A machine learning study.,"why some children recover motor function after perinatal stroke and others do not, and which imaging features identify targets for neuromodulation in a given child",Brain development / cognition,
33733173,2020,A Proxy for Detecting IUGR Based on Gestational Age Estimation in a Guatemalan Rural Population.,"Screening for intrauterine growth restriction in a low-resource rural setting using gestational-age estimates from low-cost one-dimensional Doppler ultrasound and blood pressure, instead of standard biometry",Fetal assessment / prenatal,
33937822,2020,Convolutional Neural Networks for Automatic Risser Stage Assessment.,grading skeletal maturity (Risser stage) from pelvic radiographs in adolescent idiopathic scoliosis,Bone age / skeletal maturation; Scoliosis / spine deformity,
33937834,2020,Rethinking Greulich and Pyle: A Deep Learning Approach to Pediatric Bone Age Assessment Using Pediatric Trauma Hand Radiographs.,"whether bone age assessment should still be anchored to the Greulich and Pyle atlas, built from a narrow mid-century American population, or learned from a contemporary pediatric population directly",Bone age / skeletal maturation; Fracture / trauma / abuse,
33937841,2020,Automatic Detection of Inadequate Pediatric Lateral Neck Radiographs of the Airway and Soft Tissues using Deep Learning.,automatically identifying poor-quality (inadequate positioning) lateral airway radiographs in children to reduce need for repeat imaging,Chronic lung / airway,
emb:L2001875905,2020,Learning longitudinal classification-regression model for infant hippocampus segmentation,segmentation of the hippocampus in infant brain MRI to study early brain development,Brain development / cognition,
emb:L2003665244,2020,Automatic fetal brain extraction from 2D in utero fetal MRI slices using deep neural network,automatic extraction (segmentation) of the fetal brain for downstream MRI analysis,Fetal assessment / prenatal,
emb:L2005004652,2020,Modified cuckoo search-cascade forest (Mcs-cf) for attention deficit hyperactivity disorder (adhd) diagnosis,diagnosis of attention-deficit/hyperactivity disorder (ADHD) from functional brain imaging,Autism / ADHD / psychiatric,ADHD-200
emb:L2005444671,2020,Automation analysis x-ray of the spine to objectify the assessment of the severity of scoliotic deformity in idiopathic scoliosis: A preliminary report,objective measurement of scoliosis curve severity (Cobb angle) in idiopathic scoliosis,Scoliosis / spine deformity,
emb:L2006794605,2020,Automated measurement network for accurate segmentation and parameter modification in fetal head ultrasound images,"automated measurement of fetal head circumference, biparietal diameter, and occipitofrontal diameter",Fetal assessment / prenatal,
emb:L2007399413,2020,Intelligent detection of fetal hydrocephalus,detection of fetal hydrocephalus on prenatal ultrasound,Fetal assessment / prenatal; Hydrocephalus,
emb:L2009014992,2020,Explainable Machine Learning Approach to Predict and Explain the Relationship between Task-based fMRI and Individual Differences in Cognition,prediction of cognitive ability measures from task-based (n-back working memory) fMRI in children,Brain development / cognition,ABCD
emb:L2010333989,2020,Identifying Neuroanatomical and Behavioral Features for Autism Spectrum Disorder Diagnosis in Children using Machine Learning,autism spectrum disorder diagnosis using neuroimaging and behavioral features,Autism / ADHD / psychiatric,
emb:L627536652,2020,An atlas-free newborn brain image segmentation and classification scheme based on SOM-DCNN with sparse auto encoder,segmentation and tissue classification of the neonatal brain on MRI,,
oa:W3011641445,2020,Segmentation of uterus and placenta in MR images using a fully convolutional neural network,"segmenting the uterine cavity and placenta on fetal MRI, which is needed to detect abnormalities affecting maternal and fetal health and to estimate their volumes",Fetal assessment / prenatal,
29709627,2019,Multi-task prediction of infant cognitive scores from longitudinal incomplete neuroimaging data.,"predicting future cognitive developmental scores in infants from earlier structural brain MRI, with incomplete longitudinal data",Brain development / cognition,
29889330,2019,The initiation of cannabis use in adolescence is predicted by sex-specific psychosocial and neurobiological features.,"predicting adolescent risk of future cannabis use initiation from psychosocial, brain and genetic features",,
29908311,2019,Longitudinal study of neonatal brain tissue volumes in preterm infants and their ability to predict neurodevelopmental outcome.,predicting neurodevelopmental outcome after preterm birth from brain growth in the neonatal period,Brain development / cognition,
29993532,2019,DeepIGeoS: A Deep Interactive Geodesic Framework for Medical Image Segmentation.,producing clinically usable placental contours on fetal MRI without lengthy manual editing,Fetal assessment / prenatal,
30040634,2019,Deep Generative Adversarial Neural Networks for Compressive Sensing MRI.,shortening contrast-enhanced MRI in children by reconstructing undersampled data,,
30040635,2019,Towards Automated Semantic Segmentation in Prenatal Volumetric Ultrasound.,"getting reliable biometry out of 3D prenatal ultrasound, which is hard to interpret and therefore little used",Fetal assessment / prenatal,
30069585,2019,Artificial intelligence-assisted interpretation of bone age radiographs improves accuracy and decreases variability.,"whether AI assistance makes pediatric radiologists better at bone age, not whether AI alone beats them",Bone age / skeletal maturation,
30138909,2019,Real-Time Deep Pose Estimation With Geodesic Loss for Image-to-Template Rigid Registration.,"aligning fetal brain images acquired in arbitrary orientations to a standard atlas, the step that motion-robust reconstruction depends on",Fetal assessment / prenatal,
30145719,2019,Multivoxel pattern analysis of structural MRI in children and adolescents with conduct disorder.,"Can structural brain MRI patterns distinguish children/adolescents with conduct disorder from healthy controls, as a potential imaging biomarker?",,
30172006,2019,Fetal brain growth portrayed by a spatiotemporal diffusion tensor MRI atlas computed from in utero images.,having a normative reference for fetal white matter development against which an individual fetus can be compared,Fetal assessment / prenatal,
30311704,2019,Fully convolutional networks for automated segmentation of abdominal adipose tissue depots in multicenter water-fat MRI.,automated segmentation and quantification of visceral and subcutaneous fat,,
30324428,2019,Accurate Age Determination for Adolescents Using Magnetic Resonance Imaging of the Hand and Wrist with an Artificial Neural Network-Based Approach.,"assessing chronological age in adolescents without ionizing radiation, and testing whether the Tanner-Whitehouse 3 method transfers to MRI",,
30346295,2019,Regression Convolutional Neural Network for Automated Pediatric Bone Age Assessment From Hand Radiograph.,"bone age assessment for endocrine, genetic and growth disorders",Bone age / skeletal maturation,
30353957,2019,Curved planar reformatting and convolutional neural network-based segmentation of the small bowel for visualization and quantitative assessment of pediatric Crohn's disease from MRI.,"seeing and quantifying disease burden in pediatric Crohn disease on contrast-enhanced small bowel MRI, where following the bowel means scrolling back and forth through a 3D volume",Inflammatory bowel disease,
30392059,2019,Automated segmentation of the knee for age assessment in 3D MR images using convolutional neural networks.,Automatically segmenting knee growth-plate structures on MRI to support chronological age estimation in adolescents and young adults lacking legal documentation,,
30428956,2019,Neuroanatomical features and its usefulness in classification of patients with PANDAS.,"whether pediatric autoimmune neuropsychiatric disorder associated with streptococci has a neuroanatomical signature that could serve as a biomarker, in a condition whose very existence as an entity rests on distinguishing it from ordinary early-onset OCD",Autism / ADHD / psychiatric,
30467922,2019,Supervised machine learning quality control for magnetic resonance artifacts in neonatal data sets.,"automated quality control detection of major artifacts (e.g., motion) in neonatal brain MRI datasets",,
30473474,2019,Computer-aided diagnosis of congenital abnormalities of the kidney and urinary tract in children based on ultrasound imaging data by integrating texture image features and deep transfer learning image features.,identifying congenital abnormalities of the kidney and urinary tract on the ultrasound children already receive,Renal / urinary,
30477892,2019,Comparative effectiveness of convolutional neural network (CNN) and recurrent neural network (RNN) architectures for radiology text report classification.,"extracting whether a CT report says there is a pulmonary embolus, at scale and across institutions",,
30478479,2019,Beyond Human Perception: Sexual Dimorphism in Hand and Wrist Radiographs Is Discernible by a Deep Learning Model.,"whether hand and wrist radiographs carry a sex signal, which bears on bone age assessment (a sex-specific reference) and on forensic identification",Bone age / skeletal maturation,
30480490,2019,The RSNA Pediatric Bone Age Machine Learning Challenge.,skeletal maturity (bone age) assessment,Bone age / skeletal maturation,RSNA bone age
30485240,2019,Using an artificial neural network to predict traumatic brain injury.,ruling in clinically relevant traumatic brain injury in children so that the rest can be discharged on an evidence-based basis rather than admitted for observation,Fracture / trauma / abuse,
30508806,2019,Predictive connectome subnetwork extraction with anatomical and connectivity priors.,identifying predictive brain connectome subnetworks for developmental outcomes in preterm neonates and for autism classification,Brain development / cognition; Autism / ADHD / psychiatric,ABIDE
30523141,2019,MR Imaging-Based Radiomic Signatures of Distinct Molecular Subgroups of Medulloblastoma.,"predicting the molecular subgroup of pediatric medulloblastoma (sonic hedgehog, group 3, group 4) from pre-treatment MRI, without tissue sampling",Brain / CNS tumors,
30537564,2019,Neural architecture supporting active emotion processing in children: A multivariate approach.,classifying emotional condition and age group from task fMRI activation during naturalistic emotion processing,,
30573305,2019,Automated Fetal Head Detection and Circumference Estimation from Free-Hand Ultrasound Sweeps Using Deep Learning in Resource-Limited Countries.,"estimating gestational age where there is no sonographer, using a sweep protocol any health worker can learn in a day",Fetal assessment / prenatal,
30625395,2019,Unbiased age-specific structural brain atlases for Chinese pediatric population.,whether a pediatric brain atlas built on one population is valid for children of another,,
30642755,2019,Identifying lesions in paediatric epilepsy using morphometric and textural analysis of magnetic resonance images.,"identifying epileptogenic lesions (focal cortical dysplasia) in children with intractable epilepsy, including MRI-negative cases",Epilepsy,
30661372,2019,White Matter Connectome Edge Density in Children with Autism Spectrum Disorders: Potential Imaging Biomarkers Using Machine-Learning Models.,identifying autism spectrum disorder from white matter connectome imaging biomarkers,Brain development / cognition; Autism / ADHD / psychiatric,
30760806,2019,Evaluation of an improved tool for non-invasive prediction of neonatal respiratory morbidity based on fully automated fetal lung ultrasound analysis.,predicting neonatal respiratory morbidity from ultrasound instead of amniocentesis,Fetal assessment / prenatal,
30784956,2019,Evaluating reinforcement learning agents for anatomical landmark detection.,"finding anatomical landmarks automatically, the step that biometry and registration depend on",,
30802813,2019,Attention gated networks: Learning to leverage salient regions in medical images.,identifying the correct standard views during fetal ultrasound screening,Fetal assessment / prenatal,
30825656,2019,White matter connectomes at birth accurately predict cognitive abilities at age 2.,predicting cognitive ability at age 2 from the brain's wiring at birth,Brain development / cognition,
30826153,2019,Decision Fusion-Based Fetal Ultrasound Image Plane Classification Using Convolutional Neural Networks.,"labeling which fetal structure a 2D ultrasound image shows, across 14 structures, so that large retrospective archives can be mined for indicators of abnormal development",Fetal assessment / prenatal,
30833926,2019,"Detection of Children/Youth With Fetal Alcohol Spectrum Disorder Through Eye Movement, Psychometric, and Neuroimaging Data.",developing a low-cost machine-learning-based screening protocol for fetal alcohol spectrum disorder in children/youth,Fetal assessment / prenatal,
30835220,2019,Objective Detection of Eloquent Axonal Pathways to Minimize Postoperative Deficits in Pediatric Epilepsy Surgery using Diffusion Tractography and Convolutional Neural Networks.,"identifying eloquent white matter pathways before pediatric epilepsy surgery, so that resection spares motor, language, auditory and visual function",Epilepsy,
30835738,2019,Normalization enhances brain network features that predict individual intelligence in children with epilepsy.,predicting individual IQ from resting-state fMRI brain network architecture in children with epilepsy,Epilepsy,
30848160,2019,Intrinsic Functional Brain Connectivity Predicts Onset of Major Depression Disorder in Adolescence: A Pilot Study.,"identifying, before any episode occurs, which children at familial risk for major depression will develop it in adolescence",Autism / ADHD / psychiatric,
30864061,2019,Fully automated radiological analysis of spinal disorders and deformities: a deep learning approach.,"measuring spinal deformity parameters (Cobb angle, kyphosis, lordosis, pelvic incidence) on biplanar radiographs",Scoliosis / spine deformity,
30948562,2019,Prediction of adverse motor outcome for neonates with punctate white matter lesions by MRI images using radiomics strategy: protocol for a prospective cohort multicentre study.,predicting adverse motor outcome in neonates with punctate white matter lesions,,
30954853,2019,Fully automatic 3D reconstruction of the placenta and its peripheral vasculature in intrauterine fetal MRI.,"quantifying placental anatomy and its peripheral vasculature on fetal MRI, which is needed for diagnosis and for planning fetal surgery and which is ambiguous to interpret by eye",Fetal assessment / prenatal,
30963340,2019,Diagnosis of Autism Spectrum Disorders in Young Children Based on Resting-State Functional Magnetic Resonance Imaging Data Using Convolutional Neural Networks.,"diagnosing autism spectrum disorder in young children from resting-state functional MRI, before behavioral symptoms are established enough for interview and observation to settle it",Autism / ADHD / psychiatric,ABIDE
30972585,2019,Deep Learning Method for Automated Classification of Anteroposterior and Posteroanterior Chest Radiographs.,"verifying whether a frontal chest radiograph is anteroposterior or posteroanterior, which affects interpretation and which mislabeled metadata routinely gets wrong across facilities",,
30983979,2019,White Matter Connectome Correlates of Auditory Over-Responsivity: Edge Density Imaging and Machine-Learning Classifiers.,classifying auditory over-responsivity in children from diffusion tensor imaging and connectome edge-density metrics,Brain development / cognition,
30990424,2019,Longitudinal Prediction of Infant Diffusion MRI Data via Graph Convolutional Adversarial Networks.,"missing data in longitudinal infant imaging studies, caused by subject dropout and failed scans, which breaks the developmental trajectories those studies exist to measure",,
31005008,2019,A multi-scale data fusion framework for bone age assessment with convolutional neural networks.,"Can bone age be estimated automatically and accurately from hand x-rays, using image features tailored to the limited size of typical bone-age training datasets?",Bone age / skeletal maturation,
31007742,2019,Computer-aided diagnosis of school-aged children with ASD using full frequency bands and enhanced SAE: A multi-institution study.,distinguishing school-aged children with autism spectrum disorder from typically developing children using resting-state fMRI,Autism / ADHD / psychiatric,ABIDE
31022245,2019,Towards interpretable machine learning models for diagnosis aid: A case study on attention deficit/hyperactivity disorder.,developing an interpretable machine learning model to aid ADHD diagnosis using neuroimaging and phenotypic data,Autism / ADHD / psychiatric,ADHD-200
